body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
Bastyovanszky also alleged the mayor’s office falsely claimed to city councillors and school trustees that he was under investigation by the integrity commissioner and that Sim sought to dissolve the park board because he was “unable to control decisions” of commissioners.,47,"{""themes"": null}",1.5222349166870117,"{""themes"": null}",1.5172111988067627,"{""themes"": ""law_and_crime""}",1.8626010417938232,"{""themes"": null}",1.5187361240386963,"{""themes"": ""governments_and_governance""}",2.129380702972412,"{""themes"": null}",1.5252678394317627,"{""themes"": null}",1.5182971954345703,"{""themes"": null}",1.5201129913330078,"{""themes"": null}",1.5243239402770996,"{""themes"": null}",1.5212452411651611,"{""themes"": null}",1.520416021347046,"{""themes"": null}",1.5211598873138428
"In late May, bullet holes were found in the door of a Jewish school and synagogue.",48,"{""themes"": null}",1.2359700202941895,"{""themes"": null}",1.2331771850585938,"{""themes"": ""law_and_crime""}",1.580655813217163,"{""themes"": null}",1.2333879470825195,"{""themes"": ""null""}",1.325815200805664,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.9291858673095703,"{""themes"": null}",1.2346978187561035,"{""themes"": null}",1.2334012985229492,"{""themes"": null}",1.2364349365234375,"{""themes"": null}",1.2362332344055176,"{""themes"": null}",1.2343339920043945,"{""themes"": null}",1.238034963607788
"It added that firefighting had caused ""tremendous demand"" in the region — roughly quadruple the usual demand.",49,"{""themes"": null}",1.244584083557129,"{""themes"": null}",1.2430760860443115,"{""themes"": null}",1.2431049346923828,"{""themes"": null}",1.2404677867889404,"{""themes"": null}",1.246795892715454,"{""themes"": null}",1.2461731433868408,"{""themes"": null}",1.2431461811065674,"{""themes"": null}",1.2419369220733643,"{""themes"": null}",1.244328260421753,"{""themes"": null}",1.2453417778015137,"{""themes"": null}",1.2452449798583984,"{""themes"": null}",1.2424461841583252
"Trudeau’s cabinet, acknowledged residents’ concerns about the drug-consumption site and its proximity to a school in a statement, but said Mr.",50,"{""themes"": null}",1.5147850513458252,"{""themes"": null}",1.5132198333740234,"{""themes"": null}",1.5134079456329346,"{""themes"": null}",1.5102367401123047,"{""themes"": ""governments_and_governance""}",2.117953062057495,"{""themes"": null}",1.5182769298553467,"{""themes"": [""health_and_social_services""]}",1.855591058731079,"{""themes"": null}",1.51432204246521,"{""themes"": null}",1.5168650150299072,"{""themes"": null}",1.5142130851745605,"{""themes"": null}",1.514491081237793,"{""themes"": null}",1.5163850784301758
"In that case one of the victims is not talking to police and the other two are sedated, he said.",51,"{""themes"": null}",1.2397840023040771,"{""themes"": null}",1.2389020919799805,"{""themes"": ""law_and_crime""}",1.5808351039886475,"{""themes"": null}",1.2371881008148193,"{""themes"": null}",1.2420549392700195,"{""themes"": null}",1.2413771152496338,"{""themes"": ""health_and_social_services""}",1.579106092453003,"{""themes"": null}",1.2386441230773926,"{""themes"": null}",1.2417678833007812,"{""themes"": null}",1.2397639751434326,"{""themes"": null}",1.2416481971740723,"{""themes"": null}",1.2388429641723633
"Vice-President Kamala Harris says she'd find a place in her cabinet for a Republican if elected president, though she told CNN in a sit-down interview that she didn't have a specific individual in mind.",52,"{""themes"": null}",1.5178592205047607,"{""themes"": null}",1.5131089687347412,"{""themes"": null}",1.5148789882659912,"{""themes"": null}",1.5141868591308594,"{""themes"": ""governments_and_governance""}",2.118729829788208,"{""themes"": null}",1.5186481475830078,"{""themes"": null}",1.5150470733642578,"{""themes"": null}",1.5168538093566895,"{""themes"": null}",1.5204176902770996,"{""themes"": null}",1.5146300792694092,"{""themes"": null}",1.5169827938079834,"{""themes"": null}",1.5163750648498535
"“Whatever political or ideological differences exist between us,” Carr wrote, “we have a larger collective responsibility to maintain a climate of respect  —  one free from hate and intimidation  —  on our campuses.”  jfeith@postmedia.com",53,"{""themes"": null}",1.5216529369354248,"{""themes"": null}",1.5176219940185547,"{""themes"": null}",1.5218119621276855,"{""themes"": null}",1.5190212726593018,"{""themes"": ""null""}",1.6082367897033691,"{""themes"": [""rights_liberties_minorities_discrimination""]}",2.213604211807251,"{""themes"": null}",1.5182468891143799,"{""themes"": [""education""]}",1.6075429916381836,"{""themes"": null}",1.5223898887634277,"{""themes"": null}",1.5187251567840576,"{""themes"": null}",1.5233798027038574,"{""themes"": null}",1.5211389064788818
• Expand services for students with dyslexia and other learning challenges.,54,"{""themes"": null}",1.2340269088745117,"{""themes"": null}",1.2298870086669922,"{""themes"": null}",1.2319707870483398,"{""themes"": null}",1.229903221130371,"{""themes"": ""null""}",1.3197672367095947,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.9221181869506836,"{""themes"": ""health_and_social_services""}",1.572200059890747,"{""themes"": ""education""}",1.318444013595581,"{""themes"": ""null""}",1.3205671310424805,"{""themes"": ""null""}",1.315659999847412,"{""themes"": null}",1.2356419563293457,"{""themes"": null}",1.2322039604187012
Biden's motivation for running was deeply intertwined with Trump.,55,"{""themes"": null}",1.2308132648468018,"{""themes"": null}",1.2299339771270752,"{""themes"": null}",1.2301440238952637,"{""themes"": null}",1.228365182876587,"{""themes"": ""governments_and_governance""}",1.8424789905548096,"{""themes"": null}",1.2326180934906006,"{""themes"": null}",1.2327802181243896,"{""themes"": null}",1.2288880348205566,"{""themes"": null}",1.23577880859375,"{""themes"": null}",1.2295360565185547,"{""themes"": null}",1.2308521270751953,"{""themes"": null}",1.2318289279937744
"It also was the first power-play goal this season by a Montreal rearguard, and the first since Jan. 20, 2024, also scored by Matheson, during a 9-4 drubbing at Boston.",56,"{""themes"": null}",1.520103931427002,"{""themes"": null}",1.516381025314331,"{""themes"": null}",1.5181100368499756,"{""themes"": null}",1.5195457935333252,"{""themes"": null}",1.5283141136169434,"{""themes"": null}",1.5245251655578613,"{""themes"": null}",1.5174930095672607,"{""themes"": null}",1.5194108486175537,"{""themes"": null}",1.5206677913665771,"{""themes"": null}",1.518470048904419,"{""themes"": null}",1.5212018489837646,"{""themes"": null}",1.5206902027130127
"Either result would have major implications for Canada, particularly on the economy and immigration but also on foreign policy.",57,"{""themes"": null}",1.2375211715698242,"{""themes"": null}",1.234490156173706,"{""themes"": null}",1.2362689971923828,"{""themes"": [""immigration""]}",1.4086430072784424,"{""themes"": [""governments_and_governance""]}",1.8462200164794922,"{""themes"": null}",1.2388660907745361,"{""themes"": null}",1.235543966293335,"{""themes"": null}",1.2373909950256348,"{""themes"": [""economy_and_labour""]}",1.9285531044006348,"{""themes"": ""null""}",1.3248398303985596,"{""themes"": [""international_affairs_and_defense""]}",2.010664939880371,"{""themes"": null}",1.2374589443206787
Just under half of respondents supported teenagers receiving gender-affirming care such as counselling and hormone replacement treatment with parental consent.,58,"{""themes"": null}",1.2417151927947998,"{""themes"": null}",1.2418041229248047,"{""themes"": null}",1.240144968032837,"{""themes"": null}",1.2398340702056885,"{""themes"": ""null""}",1.3291029930114746,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.931429147720337,"{""themes"": ""health_and_social_services""}",1.5848910808563232,"{""themes"": null}",1.2396430969238281,"{""themes"": null}",1.2434940338134766,"{""themes"": ""null""}",1.326084852218628,"{""themes"": null}",1.2461402416229248,"{""themes"": null}",1.2407019138336182
“That ultimately you need shared values.,59,"{""themes"": null}",1.228571891784668,"{""themes"": null}",1.225710153579712,"{""themes"": null}",1.2268579006195068,"{""themes"": null}",1.2237179279327393,"{""themes"": null}",1.2304699420928955,"{""themes"": null}",1.2278010845184326,"{""themes"": null}",1.2271668910980225,"{""themes"": null}",1.2238311767578125,"{""themes"": null}",1.2325830459594727,"{""themes"": null}",1.2243719100952148,"{""themes"": null}",1.224769115447998,"{""themes"": null}",1.2273259162902832
Angela Johnston has more on how it could play out.,60,"{""themes"": null}",1.2306690216064453,"{""themes"": null}",1.2277848720550537,"{""themes"": null}",1.2291898727416992,"{""themes"": null}",1.232731819152832,"{""themes"": null}",1.2327947616577148,"{""themes"": null}",1.232518196105957,"{""themes"": null}",1.2299599647521973,"{""themes"": null}",1.2304089069366455,"{""themes"": null}",1.2320282459259033,"{""themes"": null}",1.2299389839172363,"{""themes"": null}",1.229759931564331,"{""themes"": null}",1.2279932498931885
"It has featured anti-Israel protests since the October 7 massacre, including last December, when two men were later arrested and charged (although charges against one of the men were later dropped).",61,"{""themes"": null}",1.5148091316223145,"{""themes"": [""culture_and_nationalism""]}",1.9399349689483643,"{""themes"": ""law_and_crime""}",1.8553330898284912,"{""themes"": null}",1.5111289024353027,"{""themes"": ""null""}",1.6029539108276367,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.204767942428589,"{""themes"": null}",1.5157320499420166,"{""themes"": null}",1.5133590698242188,"{""themes"": null}",1.5193307399749756,"{""themes"": null}",1.5154578685760498,"{""themes"": ""international_affairs_and_defense""}",2.0293569564819336,"{""themes"": null}",1.5157380104064941
The crowds downtown will be thinning out if the TTC goes on strike.,62,"{""themes"": null}",1.2323851585388184,"{""themes"": null}",1.2325398921966553,"{""themes"": null}",1.2325639724731445,"{""themes"": null}",1.2312138080596924,"{""themes"": ""null""}",1.321746826171875,"{""themes"": null}",1.2399799823760986,"{""themes"": null}",1.2325267791748047,"{""themes"": null}",1.2337970733642578,"{""themes"": ""economy_and_labour""}",1.6653101444244385,"{""themes"": null}",1.2335588932037354,"{""themes"": null}",1.232309103012085,"{""themes"": null}",1.2337112426757812
This newsletter is your weekly guide to what we’re doing about it.,63,"{""themes"": null}",1.2328388690948486,"{""themes"": null}",1.2301292419433594,"{""themes"": null}",1.2325899600982666,"{""themes"": null}",1.2320780754089355,"{""themes"": null}",1.2380268573760986,"{""themes"": null}",1.235138177871704,"{""themes"": null}",1.2314796447753906,"{""themes"": null}",1.2322280406951904,"{""themes"": null}",1.234389066696167,"{""themes"": null}",1.231213092803955,"{""themes"": null}",1.2323741912841797,"{""themes"": null}",1.232659101486206
"Trump was injured after a shooting unfolded during a rally in Butler, Pa., on Saturday that left two people dead, including the shooter.",64,"{""themes"": null}",1.2432680130004883,"{""themes"": null}",1.2412638664245605,"{""themes"": ""law_and_crime""}",1.5872340202331543,"{""themes"": null}",1.241412878036499,"{""themes"": ""null""}",1.3333978652954102,"{""themes"": null}",1.2467529773712158,"{""themes"": null}",1.2405989170074463,"{""themes"": null}",1.2428631782531738,"{""themes"": null}",1.2432150840759277,"{""themes"": null}",1.2432029247283936,"{""themes"": null}",1.242239236831665,"{""themes"": null}",1.242305040359497
"Thursday’s byelection came with Ford’s PCs riding high in the Star’s August Abacus public opinion poll, with 42 per cent support despite challenges including an RCMP investigation into his government’s $8.28 billion Greenbelt land swap scandal.",65,"{""themes"": [""public_lands_and_agriculture""]}",2.120673894882202,"{""themes"": null}",1.5211892127990723,"{""themes"": [""law_and_crime""]}",1.8628380298614502,"{""themes"": null}",1.5169570446014404,"{""themes"": ""governments_and_governance""}",2.129509925842285,"{""themes"": null}",1.5252649784088135,"{""themes"": null}",1.5216221809387207,"{""themes"": null}",1.5175690650939941,"{""themes"": null}",1.5241389274597168,"{""themes"": ""null""}",1.6057941913604736,"{""themes"": null}",1.5208210945129395,"{""themes"": null}",1.519819974899292
“Users must be addressed in French.,66,"{""themes"": null}",1.2302660942077637,"{""themes"": ""culture_and_nationalism""}",1.654458999633789,"{""themes"": null}",1.227940320968628,"{""themes"": null}",1.223695993423462,"{""themes"": null}",1.2288649082183838,"{""themes"": null}",1.2341082096099854,"{""themes"": null}",1.2263481616973877,"{""themes"": null}",1.224999189376831,"{""themes"": null}",1.2300059795379639,"{""themes"": null}",1.229107141494751,"{""themes"": null}",1.2293789386749268,"{""themes"": null}",1.2266931533813477
TRCA advises people to avoid all recreational activities in or around water as conditions can change rapidly.,67,"{""themes"": null}",1.2361829280853271,"{""themes"": null}",1.2347071170806885,"{""themes"": null}",1.2352452278137207,"{""themes"": null}",1.2332849502563477,"{""themes"": ""null""}",1.3244528770446777,"{""themes"": null}",1.2419111728668213,"{""themes"": ""null""}",1.3199050426483154,"{""themes"": null}",1.2367751598358154,"{""themes"": null}",1.2391271591186523,"{""themes"": null}",1.235875129699707,"{""themes"": null}",1.2362079620361328,"{""themes"": null}",1.234036922454834
"She’s now looking at other options, even if they’re pricier.",68,"{""themes"": null}",1.2343950271606445,"{""themes"": null}",1.2314300537109375,"{""themes"": null}",1.2329740524291992,"{""themes"": null}",1.2313930988311768,"{""themes"": null}",1.2379300594329834,"{""themes"": null}",1.2437801361083984,"{""themes"": null}",1.2331719398498535,"{""themes"": null}",1.2324481010437012,"{""themes"": ""null""}",1.3206379413604736,"{""themes"": null}",1.2319989204406738,"{""themes"": null}",1.235227108001709,"{""themes"": null}",1.2333731651306152
"But according to the law society's decision to provisionally suspend him, Cartel ""appears to have misled"" another lawyer who was trying to track down money on behalf of a client, did not take reasonable steps to investigate when faced with evidence his firm's finances were awry, and failed to deliver bank account statements demanded by a law society auditor.",69,"{""themes"": null}",1.8182411193847656,"{""themes"": null}",1.8217289447784424,"{""themes"": ""law_and_crime""}",2.159301996231079,"{""themes"": null}",1.813324213027954,"{""themes"": ""null""}",1.9097168445587158,"{""themes"": null}",1.818652868270874,"{""themes"": null}",1.8155348300933838,"{""themes"": null}",1.8134081363677979,"{""themes"": ""economy_and_labour""}",2.5109100341796875,"{""themes"": null}",1.8172380924224854,"{""themes"": null}",1.8173589706420898,"{""themes"": null}",1.8181140422821045
